0.3,20
0.7,25
1.1,25
1.2,20
2.2,25
2.3,70
2.9,1
3.1,10
3.3,15
3.4,1
4,20
4.2,120
4.3,1
4.9,50
6,5
6.5,1
6.7,5
6.9,5
7.1,10
7.6,10
